SerialNumber,ModelName,ProductLine,Weight,WeightClass,SellDate,ReceiveDate,InventoryDays,Cost,Revenue,Profit,ProfitMargin,ROI,RevenueQuartile,StoreID,StoreName,State,City,SaleLocation,Usage
4X5KW831MD,TH50,TH,50,Medium,2024-06-17,2023-07-28,325.0,486.4,932.8000000000001,446.4000000000001,47.85591766723843,91.7763157894737,Q3,4,Everest Heavy Duty,WA,King,"King, WA",Other
EYHSCR9NHQ,SY155,SY,155,Large,2023-08-03,2023-07-28,6.0,535.0,658.0,123.0,18.693009118541035,22.990654205607477,Q2,3,Pioneer Industrial,NV,Washoe,"Washoe, NV",General
BTMJDCPBFX,SY16,SY,16,Small,2023-12-08,2023-07-28,133.0,751.0,1030.0,279.0,27.0873786407767,37.150466045272964,Q3,1,Atlas Equipment,NY,Queens,"Queens, NY",Health
IW9RGMWLLX,SY35,SY,35,Small,2023-08-05,2023-07-28,8.0,902.0,1144.0,242.0,21.153846153846153,26.82926829268293,Q3,1,Atlas Equipment,TN,Shelby,"Shelby, TN",Other
CTYIK5HWMR,SCA500,SCA,500,Large,2024-01-13,2023-07-28,169.0,986.4,1031.0,44.60000000000002,4.325897187196898,4.521492295214926,Q3,2,Summit Machinery,KS,Linn,"Linn, KS",Construction
8C6T1DO462,SCA75,SCA,75,Medium,2023-12-31,2023-07-28,156.0,884.0,1619.0,735.0,45.398394070413836,83.1447963800905,Q4,2,Summit Machinery,WI,Waukesha,"Waukesha, WI",General
DZ9TQP0SV8,SCA16,SCA,16,Small,2023-08-21,2023-07-29,23.0,467.0,561.0,94.0,16.755793226381464,20.12847965738758,Q1,1,Atlas Equipment,CT,Fairfield,"Fairfield, CT",Home
3S5E47YRJE,SY155,SY,155,Large,2023-08-02,2023-07-29,4.0,608.0,777.0,169.0,21.75032175032175,27.79605263157895,Q2,1,Atlas Equipment,HI,Honolulu,"Honolulu, HI",Civil
XXGHRYMKHB,SCA75,SCA,75,Medium,2024-05-23,2023-07-29,299.0,483.2,1170.4,687.2,58.71496924128503,142.21854304635764,Q3,4,Everest Heavy Duty,NC,New Hanover,"New Hanover, NC",Rental
9O3HSO87KX,TH16,TH,16,Small,2023-11-10,2023-07-29,104.0,467.0,729.0,262.0,35.939643347050755,56.102783725910065,Q2,5,Liberty Machines,KS,Johnson,"Johnson, KS",Construction
XU58FZOT6O,SCA16,SCA,16,Small,2023-10-01,2023-07-29,64.0,751.0,1171.0,420.0,35.866780529462,55.9254327563249,Q3,2,Summit Machinery,NE,Lincoln,"Lincoln, NE",Other
8IKOI80KNQ,SY335,SY,335,Large,2024-05-26,2023-07-29,302.0,386.4,437.0,50.60000000000002,11.578947368421058,13.095238095238102,Q1,5,Liberty Machines,PA,Philadelphia,"Philadelphia, PA",General
YG1NLCQ4YD,SY155,SY,155,Large,2023-08-30,2023-07-29,32.0,322.0,403.0,81.0,20.099255583126553,25.15527950310559,Q1,1,Atlas Equipment,TX,El Paso,"El Paso, TX",General
2XX8IQC07T,SCA500,SCA,500,Large,2023-08-27,2023-07-29,29.0,358.0,461.0,103.0,22.342733188720175,28.77094972067039,Q1,2,Summit Machinery,TN,Shelby,"Shelby, TN",Civil
APV1Z2KCBD,SY500,SY,500,Large,2023-10-11,2023-07-30,73.0,326.0,632.0,306.0,48.41772151898734,93.86503067484662,Q2,1,Atlas Equipment,CO,Denver,"Denver, CO",Education
4I2UVA0QQS,SY500,SY,500,Large,2024-07-11,2023-07-30,347.0,375.552,476.0,100.44799999999998,21.102521008403357,26.74676209952283,Q1,4,Everest Heavy Duty,WA,Pierce,"Pierce, WA",Home
LCZITLU3I7,SCA335,SCA,335,Large,2023-10-10,2023-07-30,72.0,535.0,671.0,136.0,20.268256333830102,25.42056074766355,Q2,5,Liberty Machines,VA,Fairfax,"Fairfax, VA",Rental
XNG97F6WK4,SCA235,SCA,235,Large,2023-08-08,2023-07-30,9.0,822.0,1006.0,184.0,18.290258449304176,22.38442822384428,Q3,3,Pioneer Industrial,CA,Tulare,"Tulare, CA",Civil
P5MEUCKDC6,SCA35,SCA,35,Small,2023-11-11,2023-07-31,103.0,,629.0,,,,Q2,2,Summit Machinery,CA,San Diego,"San Diego, CA",Civil
828692KXW7,SCA50,SCA,50,Medium,2023-08-12,2023-07-31,12.0,802.0,1399.0,597.0,42.67333809864189,74.43890274314214,Q4,3,Pioneer Industrial,PA,Philadelphia,"Philadelphia, PA",Other
VZTVMUGJV1,SY235,SY,235,Large,2023-08-10,2023-07-31,10.0,535.0,690.0,155.0,22.463768115942027,28.971962616822427,Q2,1,Atlas Equipment,FL,Miami-Dade,"Miami-Dade, FL",Home
9JEL900LHC,SY135,SY,135,Medium,2023-11-08,2023-07-31,100.0,604.0,760.0,156.0,20.526315789473685,25.82781456953642,Q2,5,Liberty Machines,OH,Summit,"Summit, OH",Civil
QRCWUBEV06,SY500,SY,500,Large,2024-04-10,2023-07-31,254.0,301.2,330.0,28.80000000000001,8.72727272727273,9.561752988047813,Q1,3,Pioneer Industrial,OH,Franklin,"Franklin, OH",Home
2V9D0LWBNK,SY50,SY,50,Medium,2024-05-15,2023-07-31,289.0,535.0,781.0000000000001,246.0000000000001,31.498079385403337,45.981308411214975,Q2,3,Pioneer Industrial,CO,Denver,"Denver, CO",Rental
6IE44SYJMF,SY155,SY,155,Large,2023-08-02,2023-08-01,1.0,794.0,1616.0,822.0,50.866336633663366,103.5264483627204,Q4,3,Pioneer Industrial,UT,Salt Lake,"Salt Lake, UT",General
2VYKVB2Y9M,SY155,SY,155,Large,2023-11-26,2023-08-01,117.0,358.0,454.0,96.0,21.145374449339208,26.81564245810056,Q1,3,Pioneer Industrial,MA,Middlesex,"Middlesex, MA",Education
22ZTL1YM2O,TH35,TH,35,Small,2024-06-17,2023-08-01,321.0,956.0,1423.4,467.4000000000001,32.836869467472255,48.89121338912135,Q4,1,Atlas Equipment,VA,Fairfax,"Fairfax, VA",General
0V7I8N0TH4,SCA235,SCA,235,Large,2024-05-31,2023-08-01,304.0,721.6,1353.0,631.4,46.666666666666664,87.49999999999999,Q4,4,Everest Heavy Duty,FL,Palm Beach,"Palm Beach, FL",General
NSP9B9PPOA,SCA135,SCA,135,Medium,2024-04-18,2023-08-01,261.0,456.0,585.0,129.0,22.05128205128205,28.289473684210524,Q1,2,Summit Machinery,CT,New Haven,"New Haven, CT",Home
TG876DOSHY,SCA16,SCA,16,Small,2023-12-31,2023-08-01,152.0,656.0,836.0,180.0,21.5311004784689,27.439024390243905,Q2,4,Everest Heavy Duty,MI,Oakland,"Oakland, MI",Rental
3EFVN7MLQX,SCA235,SCA,235,Large,2023-11-13,2023-08-01,104.0,822.0,1013.0,191.0,18.85488647581441,23.236009732360095,Q3,5,Liberty Machines,GA,Fulton,"Fulton, GA",Home
N3VXBOXLGD,TH75,TH,75,Medium,2023-10-02,2023-08-01,62.0,608.0,785.0,177.0,22.547770700636942,29.111842105263158,Q2,5,Liberty Machines,NJ,Middlesex,"Middlesex, NJ",Health
E0NN0BID2Z,SCA35,SCA,35,Small,2024-06-22,2023-08-02,325.0,956.0,1410.2,454.20000000000005,32.208197418805845,47.51046025104603,Q4,3,Pioneer Industrial,PA,Bucks,"Bucks, PA",Education
K96JKQUE8C,TH155,TH,155,Large,2023-11-13,2023-08-02,103.0,822.0,1012.0,190.0,18.774703557312254,23.114355231143552,Q3,2,Summit Machinery,VA,Norfolk,"Norfolk, VA",Civil
B9B3J2V3FW,SCA135,SCA,135,Medium,2023-10-26,2023-08-02,85.0,608.0,783.0,175.0,22.349936143039592,28.782894736842106,Q2,1,Atlas Equipment,MI,Oakland,"Oakland, MI",Education
QLCCGQ3M3U,SCA50,SCA,50,Medium,2024-01-17,2023-08-02,168.0,956.0,1421.2,465.20000000000005,32.73290177314945,48.661087866108794,Q4,5,Liberty Machines,WA,King,"King, WA",Education
3Y3U6Z34UU,SCA50,SCA,50,Medium,2023-08-03,2023-08-02,1.0,358.0,432.0,74.0,17.12962962962963,20.670391061452513,Q1,1,Atlas Equipment,VA,Norfolk,"Norfolk, VA",General
B4GPHJWE05,SY75,SY,75,Medium,2024-05-24,2023-08-02,296.0,429.0,622.6,193.60000000000002,31.095406360424032,45.12820512820513,Q1,3,Pioneer Industrial,CT,Fairfield,"Fairfield, CT",General
DKXZCEIQ44,SY75,SY,75,Medium,2023-12-22,2023-08-02,142.0,783.0,1044.0,261.0,25.0,33.33333333333333,Q3,1,Atlas Equipment,GA,Fulton,"Fulton, GA",Rental
MSSZY396SN,SY16,SY,16,Small,2023-11-06,2023-08-02,96.0,326.0,644.0,318.0,49.378881987577635,97.54601226993866,Q2,1,Atlas Equipment,TN,Knox,"Knox, TN",Home
E8OG7YE3O6,SY235,SY,235,Large,2023-08-21,2023-08-02,19.0,822.0,1035.0,213.0,20.579710144927535,25.91240875912409,Q3,3,Pioneer Industrial,FL,Orange,"Orange, FL",General
QWNWIB5H4K,SY335,SY,335,Large,2023-08-28,2023-08-02,26.0,674.0,1092.0,418.0,38.27838827838828,62.01780415430267,Q3,1,Atlas Equipment,IL,Cook,"Cook, IL",Education
RIRKJEJ6XA,SY75,SY,75,Medium,2023-08-14,2023-08-03,11.0,429.0,518.0,89.0,17.18146718146718,20.745920745920746,Q1,4,Everest Heavy Duty,VA,Fairfax,"Fairfax, VA",Home
Q4F7GKKT7Z,SY16,SY,16,Small,2024-05-30,2023-08-03,301.0,456.0,653.4000000000001,197.4000000000001,30.211202938475672,43.28947368421054,Q2,2,Summit Machinery,FL,Duval,"Duval, FL",Other
4LM6HRTBRW,TH75,TH,75,Medium,2023-12-07,2023-08-03,126.0,456.0,577.0,121.0,20.97053726169844,26.535087719298247,Q1,1,Atlas Equipment,NY,Suffolk,"Suffolk, NY",Other
1Y8TF9T28Z,SCA16,SCA,16,Small,2023-08-18,2023-08-03,15.0,554.0,761.0,207.0,27.201051248357423,37.36462093862816,Q2,2,Summit Machinery,VA,Norfolk,"Norfolk, VA",Civil
5B5KQXXT73,SY235,SY,235,Large,2023-09-02,2023-08-03,30.0,456.0,559.0,103.0,18.425760286225405,22.587719298245617,Q1,1,Atlas Equipment,WA,Benton,"Benton, WA",General
QIDW1FBPQS,SCA335,SCA,335,Large,2024-05-15,2023-08-03,286.0,984.0,1090.0,106.0,9.724770642201836,10.772357723577237,Q3,2,Summit Machinery,MA,Middlesex,"Middlesex, MA",Home
QK2K6LW1KG,SCA335,SCA,335,Large,2024-04-03,2023-08-03,244.0,343.68,490.0,146.32,29.86122448979592,42.57448789571694,Q1,4,Everest Heavy Duty,CA,San Diego,"San Diego, CA",Home
OJE3B6MJ8S,TH75,TH,75,Medium,2024-05-15,2023-08-03,286.0,554.0,900.9000000000001,346.9000000000001,38.505938505938516,62.61732851985561,Q3,1,Atlas Equipment,TN,Shelby,"Shelby, TN",Other
SABL7MMIG5,SCA500,SCA,500,Large,2023-08-07,2023-08-03,4.0,794.0,1658.0,864.0,52.11097708082026,108.81612090680102,Q4,4,Everest Heavy Duty,VA,Fairfax,"Fairfax, VA",Other
3GEBHK43UJ,SY16,SY,16,Small,2023-08-04,2023-08-03,1.0,502.0,624.0,122.0,19.55128205128205,24.302788844621514,Q2,1,Atlas Equipment,NM,Bernalillo,"Bernalillo, NM",General
RGWC8K11WH,SY155,SY,155,Large,2023-11-12,2023-08-03,101.0,820.0,1021.0,201.0,19.686581782566112,24.51219512195122,Q3,1,Atlas Equipment,RI,Providence,"Providence, RI",Education
84MF0NT2GQ,SY235,SY,235,Large,2023-11-09,2023-08-04,97.0,535.0,695.0,160.0,23.021582733812952,29.906542056074763,Q2,4,Everest Heavy Duty,VA,Fairfax,"Fairfax, VA",Rental
QSE2GL7CXI,SY235,SY,235,Large,2023-12-09,2023-08-04,127.0,,590.0,,,,Q1,2,Summit Machinery,NE,Douglas,"Douglas, NE",Home
5BFHS1G8V2,TH16,TH,16,Small,2023-08-16,2023-08-04,12.0,554.0,689.0,135.0,19.593613933236576,24.368231046931406,Q2,1,Atlas Equipment,CO,Arapahoe,"Arapahoe, CO",Home
8XMKIKPDTD,SY75,SY,75,Medium,2024-07-16,2023-08-04,347.0,674.0,1264.12,590.1199999999999,46.682276999019074,87.55489614243321,Q4,2,Summit Machinery,OK,Oklahoma,"Oklahoma, OK",General
S3MQEZCGQE,SY135,SY,135,Medium,2023-08-23,2023-08-04,19.0,322.0,418.0,96.0,22.966507177033492,29.81366459627329,Q1,1,Atlas Equipment,MA,Middlesex,"Middlesex, MA",Home
BK3S2R2MNT,SY35,SY,35,Small,2024-07-15,2023-08-04,346.0,1262.8,2262.91,1000.1099999999999,44.19574795285716,79.1978143807412,Q4,5,Liberty Machines,WA,Benton,"Benton, WA",General
P8CZ0BR4HH,SY75,SY,75,Medium,2023-08-10,2023-08-04,6.0,902.0,1237.0,335.0,27.081649151172194,37.13968957871397,Q4,1,Atlas Equipment,WI,Milwaukee,"Milwaukee, WI",General
KV6HGHCH1W,TH155,TH,155,Large,2024-05-15,2023-08-04,285.0,483.2,778.0,294.8,37.89203084832905,61.009933774834444,Q2,4,Everest Heavy Duty,NY,Bronx,"Bronx, NY",Home
HCXT2KHRF3,TH16,TH,16,Small,2024-01-14,2023-08-04,163.0,456.0,661.1,205.10000000000002,31.024050824383604,44.9780701754386,Q2,5,Liberty Machines,MA,Middlesex,"Middlesex, MA",Civil
FD1WLL0GVE,SY235,SY,235,Large,2023-10-27,2023-08-04,84.0,674.0,1181.0,507.0,42.929720575783236,75.22255192878339,Q3,2,Summit Machinery,WY,Natrona,"Natrona, WY",Home
WHPPD620CN,SY35,SY,35,Small,2023-09-04,2023-08-05,30.0,822.0,1059.0,237.0,22.379603399433428,28.832116788321166,Q3,5,Liberty Machines,OK,Oklahoma,"Oklahoma, OK",General
B79H91G5BN,SY500,SY,500,Large,2023-11-25,2023-08-05,112.0,322.0,411.0,89.0,21.654501216545015,27.639751552795033,Q1,2,Summit Machinery,CO,El Paso,"El Paso, CO",Other
J1HELDU5EG,SY16,SY,16,Small,2024-07-10,2023-08-05,340.0,606.0,1559.87,953.8699999999999,61.15060870457153,157.4042904290429,Q4,6,Titan Tools,MS,Jackson,"Jackson, MS",General
LP3AQ4EGAR,SCA335,SCA,335,Large,2024-01-14,2023-08-05,162.0,727.1999999999999,1096.0,368.80000000000007,33.649635036496356,50.71507150715073,Q3,1,Atlas Equipment,WY,Laramie,"Laramie, WY",Civil
ZSLSQC5LKD,SY16,SY,16,Small,2024-06-05,2023-08-05,305.0,401.6,738.1,336.5,45.59002845142934,83.7898406374502,Q2,4,Everest Heavy Duty,OH,Summit,"Summit, OH",Home
M5BM422JZX,SCA235,SCA,235,Large,2024-01-30,2023-08-05,178.0,502.0,673.0,171.0,25.40861812778603,34.06374501992032,Q2,2,Summit Machinery,OK,Oklahoma,"Oklahoma, OK",Construction
3QDWMGZKWG,SCA335,SCA,335,Large,2023-09-11,2023-08-05,37.0,467.0,577.0,110.0,19.064124783362217,23.554603854389722,Q1,2,Summit Machinery,NY,Kings,"Kings, NY",Education
EY29HR4B2S,SY16,SY,16,Small,2023-09-29,2023-08-05,55.0,,440.0,,,,Q1,3,Pioneer Industrial,NH,Hillsborough,"Hillsborough, NH",Civil
PI5AIB0JOR,SY50,SY,50,Medium,2024-07-02,2023-08-06,331.0,707.2,2262.91,1555.7099999999998,68.74820474521744,219.98161764705878,Q4,4,Everest Heavy Duty,WA,Pierce,"Pierce, WA",Home
I7JO9WI4H4,SCA16,SCA,16,Small,2024-06-13,2023-08-06,312.0,822.0,1196.8,374.79999999999995,31.316844919786092,45.59610705596106,Q4,1,Atlas Equipment,VA,Prince William,"Prince William, VA",General
G7XMV0Q2GP,SCA16,SCA,16,Small,2023-09-18,2023-08-06,43.0,322.0,398.0,76.0,19.09547738693467,23.60248447204969,Q1,1,Atlas Equipment,NV,Washoe,"Washoe, NV",General
AU08Y9IG2A,SY155,SY,155,Large,2024-06-07,2023-08-06,306.0,641.6,905.0,263.4,29.104972375690608,41.05361596009974,Q3,4,Everest Heavy Duty,IN,Lake,"Lake, IN",Rental
FK80CSWA15,SCA16,SCA,16,Small,2023-12-03,2023-08-06,119.0,429.0,553.0,124.0,22.423146473779383,28.904428904428904,Q1,3,Pioneer Industrial,UT,Utah,"Utah, UT",General
D4JQMIFZLJ,SCA335,SCA,335,Large,2024-01-24,2023-08-06,171.0,808.8,1151.0,342.20000000000005,29.73066898349262,42.30959446092978,Q3,5,Liberty Machines,IL,Cook,"Cook, IL",Civil
5FHN1M53V4,SY155,SY,155,Large,2023-10-02,2023-08-06,57.0,358.0,465.0,107.0,23.010752688172044,29.88826815642458,Q1,4,Everest Heavy Duty,CA,Los Angeles,"Los Angeles, CA",Home
5FL4QFLLQH,SCA16,SCA,16,Small,2024-07-15,2023-08-06,344.0,608.0,1385.8,777.8,56.126425169577146,127.92763157894736,Q4,6,Titan Tools,MN,Hennepin,"Hennepin, MN",Civil
NQJPIAH6Z1,SY235,SY,235,Large,2024-05-24,2023-08-06,292.0,721.6,1347.0,625.4,46.42910170749814,86.66851441241684,Q4,4,Everest Heavy Duty,MD,Baltimore,"Baltimore, MD",Construction
L9K0ITS435,TH75,TH,75,Medium,2023-08-31,2023-08-06,25.0,467.0,743.0,276.0,37.14670255720054,59.100642398286936,Q2,1,Atlas Equipment,CA,San Diego,"San Diego, CA",Civil
BO2U3EMQN7,SCA16,SCA,16,Small,2023-12-12,2023-08-07,127.0,822.0,1092.0,270.0,24.725274725274726,32.846715328467155,Q3,1,Atlas Equipment,VA,Norfolk,"Norfolk, VA",General
MPIZZM4EBT,SCA75,SCA,75,Medium,2023-11-15,2023-08-07,100.0,554.0,908.0,354.0,38.986784140969164,63.898916967509024,Q3,5,Liberty Machines,MI,Wayne,"Wayne, MI",Other
U3LCU8TKLF,SY155,SY,155,Large,2023-12-18,2023-08-07,133.0,502.0,651.0,149.0,22.887864823348693,29.681274900398407,Q2,3,Pioneer Industrial,PA,Bucks,"Bucks, PA",Civil
ZCD45SR6JF,SY50,SY,50,Medium,2024-05-10,2023-08-07,277.0,429.0,621.5,192.5,30.973451327433626,44.871794871794876,Q1,1,Atlas Equipment,OH,Franklin,"Franklin, OH",General
36IYF5GK77,TH155,TH,155,Large,2023-12-12,2023-08-07,127.0,554.0,658.0,104.0,15.80547112462006,18.772563176895307,Q2,2,Summit Machinery,NY,Queens,"Queens, NY",Home
GRYIXINXD1,TH75,TH,75,Medium,2023-11-25,2023-08-07,110.0,429.0,553.0,124.0,22.423146473779383,28.904428904428904,Q1,5,Liberty Machines,CA,Butte,"Butte, CA",General
535Y7KLMQT,TH500,TH,500,Large,2023-11-09,2023-08-08,93.0,604.0,758.0,154.0,20.316622691292878,25.496688741721858,Q2,2,Summit Machinery,WA,Benton,"Benton, WA",Rental
902SM9CWN0,SCA500,SCA,500,Large,2023-10-22,2023-08-08,75.0,783.0,1283.0,500.0,38.97116134060795,63.85696040868455,Q4,2,Summit Machinery,TN,Shelby,"Shelby, TN",General
SO0O59S8R7,SCA50,SCA,50,Medium,2024-01-20,2023-08-08,165.0,322.0,469.7,147.7,31.445603576751118,45.8695652173913,Q1,2,Summit Machinery,OH,Franklin,"Franklin, OH",General
678P2MCAG5,SY235,SY,235,Large,2023-08-10,2023-08-08,2.0,467.0,518.0,51.0,9.845559845559846,10.920770877944326,Q1,1,Atlas Equipment,WA,King,"King, WA",Education
NHU1TRSY4M,SY135,SY,135,Medium,2023-10-21,2023-08-08,74.0,902.0,1470.0,568.0,38.63945578231293,62.97117516629712,Q4,2,Summit Machinery,MA,Middlesex,"Middlesex, MA",Home
4GKFPMV02G,SY75,SY,75,Medium,2023-10-25,2023-08-08,78.0,251.0,323.0,72.0,22.291021671826623,28.68525896414343,Q1,2,Summit Machinery,AZ,Maricopa,"Maricopa, AZ",Education
2BA2WRMAI8,TH50,TH,50,Medium,2023-11-05,2023-08-08,89.0,822.0,1091.0,269.0,24.65627864344638,32.72506082725061,Q3,1,Atlas Equipment,GA,Fulton,"Fulton, GA",General
MTVU992U2F,TH75,TH,75,Medium,2024-05-09,2023-08-08,275.0,428.0,770.0000000000001,342.0000000000001,44.415584415584426,79.9065420560748,Q2,4,Everest Heavy Duty,IL,Lake,"Lake, IL",Civil
GKE5CN9UNE,TH335,TH,335,Large,2023-11-15,2023-08-08,99.0,251.0,314.0,63.0,20.063694267515924,25.099601593625497,Q1,2,Summit Machinery,PA,Philadelphia,"Philadelphia, PA",Civil
08144YIDRQ,SY135,SY,135,Medium,2023-08-18,2023-08-08,10.0,429.0,536.0,107.0,19.962686567164177,24.941724941724942,Q1,4,Everest Heavy Duty,PA,Lancaster,"Lancaster, PA",Home
OMHMDGJ7YX,SY50,SY,50,Medium,2023-08-24,2023-08-09,15.0,456.0,580.0,124.0,21.379310344827587,27.192982456140353,Q1,4,Everest Heavy Duty,KS,Johnson,"Johnson, KS",General
GQD8IFNCQU,SY50,SY,50,Medium,2024-02-01,2023-08-09,176.0,606.0,1213.3,607.3,50.0535729003544,100.2145214521452,Q4,1,Atlas Equipment,MI,Wayne,"Wayne, MI",Other
MHEEQLBR3U,SY235,SY,235,Large,2024-06-23,2023-08-09,319.0,483.2,992.0,508.8,51.29032258064517,105.29801324503312,Q3,4,Everest Heavy Duty,NM,Bernalillo,"Bernalillo, NM",Construction
FTQ897SEWF,SY235,SY,235,Large,2023-08-12,2023-08-09,3.0,956.0,1232.0,276.0,22.4025974025974,28.870292887029287,Q4,2,Summit Machinery,NY,Albany,"Albany, NY",Home
PWCZNSAKYK,SY135,SY,135,Medium,2023-12-27,2023-08-09,140.0,674.0,838.0,164.0,19.570405727923628,24.33234421364985,Q2,5,Liberty Machines,VA,Fairfax,"Fairfax, VA",General
89HGQIJ3JU,SY335,SY,335,Large,2023-11-08,2023-08-09,91.0,802.0,920.0,118.0,12.82608695652174,14.713216957605985,Q3,1,Atlas Equipment,CA,Tulare,"Tulare, CA",Education
7POUAP9SIG,TH75,TH,75,Medium,2023-09-24,2023-08-09,46.0,902.0,1474.0,572.0,38.80597014925373,63.41463414634146,Q4,3,Pioneer Industrial,MI,Wayne,"Wayne, MI",General
C0J9IG14FY,SY35,SY,35,Small,2023-09-27,2023-08-09,49.0,820.0,1033.0,213.0,20.619554695062924,25.975609756097562,Q3,3,Pioneer Industrial,NM,Bernalillo,"Bernalillo, NM",Home
LY6CU9Q336,SCA50,SCA,50,Medium,2024-07-22,2023-08-09,348.0,429.0,1003.86,574.86,57.26495726495726,134.0,Q3,2,Summit Machinery,MI,Washtenaw,"Washtenaw, MI",General
YRV5ZOLBKF,TH500,TH,500,Large,2023-10-15,2023-08-09,67.0,902.0,1553.0,651.0,41.91886670959433,72.1729490022173,Q4,1,Atlas Equipment,KS,Linn,"Linn, KS",Civil
YBYMITQ1PW,TH16,TH,16,Small,2024-07-25,2023-08-09,351.0,364.8,1059.63,694.8300000000002,65.57288864981173,190.46875000000003,Q3,4,Everest Heavy Duty,OH,Cuyahoga,"Cuyahoga, OH",Education
PGLVCQO27Q,SCA50,SCA,50,Medium,2023-08-23,2023-08-09,14.0,358.0,465.0,107.0,23.010752688172044,29.88826815642458,Q1,4,Everest Heavy Duty,NY,Onondaga,"Onondaga, NY",General
H3A43JA15W,SY335,SY,335,Large,2023-10-05,2023-08-09,57.0,,999.0,,,,Q3,2,Summit Machinery,MI,Wayne,"Wayne, MI",Construction
YDNJZA41YO,SY35,SY,35,Small,2024-05-17,2023-08-10,281.0,721.6,1652.2,930.6,56.3249001331558,128.96341463414635,Q4,4,Everest Heavy Duty,OK,Tulsa,"Tulsa, OK",General
SUC9G85DRM,SCA50,SCA,50,Medium,2023-09-07,2023-08-10,28.0,606.0,1271.0,665.0,52.32100708103855,109.73597359735973,Q4,2,Summit Machinery,TN,Shelby,"Shelby, TN",General
R9STC735QX,SCA155,SCA,155,Large,2024-06-08,2023-08-10,303.0,260.8,526.0,265.2,50.41825095057034,101.68711656441718,Q1,4,Everest Heavy Duty,AZ,Maricopa,"Maricopa, AZ",General
L5GJASPSCW,SCA75,SCA,75,Medium,2024-05-23,2024-05-22,1.0,286.4,496.1,209.70000000000005,42.26970368877243,73.21927374301677,Q1,4,Everest Heavy Duty,MA,Middlesex,"Middlesex, MA",Education
7PAK7XZJ8J,SCA35,SCA,35,Small,2024-06-01,2023-08-10,296.0,802.0,1541.1,739.0999999999999,47.959249886444745,92.1571072319202,Q4,2,Summit Machinery,CT,New Haven,"New Haven, CT",General
8JAVC83H3H,SCA35,SCA,35,Small,2024-07-14,2023-08-10,339.0,606.0,1600.43,994.4300000000001,62.13517617140394,164.0973597359736,Q4,6,Titan Tools,CT,New Haven,"New Haven, CT",Rental
J31U1LGJ69,SY75,SY,75,Medium,2023-08-23,2023-08-10,13.0,884.0,1907.0,1023.0,53.64446775039329,115.7239819004525,Q4,1,Atlas Equipment,PA,Lancaster,"Lancaster, PA",General
ZLRPKOAMLN,SY16,SY,16,Small,2024-05-31,2023-08-10,295.0,884.0,1500.4,616.4000000000001,41.082378032524666,69.72850678733032,Q4,2,Summit Machinery,TX,Harris,"Harris, TX",General
5AOGH3RD81,TH50,TH,50,Medium,2024-05-05,2023-08-10,269.0,902.0,1340.9,438.9000000000001,32.731747333880236,48.658536585365866,Q4,1,Atlas Equipment,NY,Albany,"Albany, NY",General
X4TAN5M9VJ,SY500,SY,500,Large,2023-08-20,2023-08-10,10.0,456.0,590.0,134.0,22.71186440677966,29.385964912280706,Q1,1,Atlas Equipment,CO,Arapahoe,"Arapahoe, CO",Transportation
KECN784UJR,SY16,SY,16,Small,2023-10-24,2023-08-10,75.0,794.0,1520.0,726.0,47.76315789473684,91.43576826196474,Q4,2,Summit Machinery,NJ,Essex,"Essex, NJ",Education
R9JWCPSPLN,SCA500,SCA,500,Large,2023-08-13,2023-08-10,3.0,554.0,611.0,57.0,9.328968903436989,10.288808664259928,Q1,1,Atlas Equipment,IA,Linn,"Linn, IA",Home
BIMYXQ9U8J,SY16,SY,16,Small,2023-12-18,2023-08-10,130.0,783.0,1006.0,223.0,22.166998011928428,28.480204342273307,Q3,5,Liberty Machines,NV,Washoe,"Washoe, NV",Civil
031ATIC2IG,SY50,SY,50,Medium,2023-09-02,2023-08-10,23.0,656.0,823.0,167.0,20.291616038882136,25.45731707317073,Q2,1,Atlas Equipment,OR,Multnomah,"Multnomah, OR",General
J8L8LTB73S,SCA50,SCA,50,Medium,2023-10-09,2023-08-10,60.0,794.0,1626.0,832.0,51.16851168511685,104.78589420654912,Q4,2,Summit Machinery,MA,Middlesex,"Middlesex, MA",General
N3ZKVUL856,SCA50,SCA,50,Medium,2023-09-25,2023-08-11,45.0,751.0,1052.0,301.0,28.612167300380225,40.07989347536618,Q3,2,Summit Machinery,CT,Hartford,"Hartford, CT",Construction
49JCMTDC27,SY50,SY,50,Medium,2023-09-22,2023-08-11,42.0,608.0,777.0,169.0,21.75032175032175,27.79605263157895,Q2,1,Atlas Equipment,LA,Orleans,"Orleans, LA",Other
R1IBSRZD7T,SCA16,SCA,16,Small,2023-10-18,2023-08-11,68.0,358.0,465.0,107.0,23.010752688172044,29.88826815642458,Q1,1,Atlas Equipment,MO,St. Louis,"St. Louis, MO",Education
7T2PWKL0S8,SCA235,SCA,235,Large,2024-01-20,2023-08-11,162.0,467.0,784.0,317.0,40.433673469387756,67.88008565310493,Q2,2,Summit Machinery,WA,Pierce,"Pierce, WA",General
Z7NS8NH318,SY50,SY,50,Medium,2023-12-24,2023-08-11,135.0,467.0,832.0,365.0,43.87019230769231,78.15845824411134,Q2,2,Summit Machinery,MI,Oakland,"Oakland, MI",Rental
